TransactionID,ProductID,TransactionDate,TransactionType,Quantity,UnitCost,WarehouseID,BatchNumber,ExpiryDate
3171,38.0,2023-08-23,Outbound,-1.0,34.79,3,B003171,2023-02-16
3172,5.0,2023-12-21,Outbound,-2.0,15.41,1,B003172,2023-06-28
3173,14.0,2023-12-06,Outbound,-4.0,5.42,4,B003173,2023-02-18
3174,48.0,2023-10-08,Outbound,-10.0,12.0,4,B003174,2023-05-26
3175,48.0,2023-03-22,Inbound,149.0,12.0,4,B003175,2023-03-01
3176,30.0,2023-05-13,Outbound,-4.0,25.27,3,B003176,2023-06-16
3177,20.0,2023-07-28,Outbound,-8.0,45.49,1,B003177,2023-03-18
3178,20.0,2023-06-19,Inbound,81.0,45.49,1,B003178,2023-04-09
3179,50.0,2023-06-14,Outbound,-2.0,33.76,5,B003179,2023-06-29
3180,49.0,2023-01-05,Outbound,-1.0,25.7,1,B003180,2023-04-22
3181,9.0,2023-07-30,Outbound,-8.0,25.66,2,B003181,2023-05-10
3182,13.0,2023-02-01,Outbound,-1.0,33.65,4,B003182,2023-04-15
3183,28.0,2023-06-12,Outbound,-7.0,23.04,3,B003183,2023-05-16
3184,28.0,2023-03-04,Inbound,140.0,23.04,3,B003184,2023-06-11
3185,47.0,2023-11-06,Outbound,-1.0,29.6,1,B003185,2023-04-12
3186,27.0,2023-02-22,Outbound,-7.0,23.33,4,B003186,2023-06-01
3187,22.0,2023-08-26,Outbound,-9.0,37.89,1,B003187,2023-02-07
3188,22.0,2023-11-16,Inbound,124.0,37.89,1,B003188,2023-04-11
3189,25.0,2023-10-09,Outbound,-1.0,40.14,2,B003189,2023-04-08
3190,25.0,2023-07-02,Inbound,55.0,40.14,2,B003190,2023-02-11
3191,42.0,2023-05-23,Outbound,-4.0,6.32,4,B003191,2023-04-04
3192,50.0,2023-02-28,Outbound,-10.0,33.76,2,B003192,2023-02-15
3193,48.0,2023-12-27,Outbound,-1.0,12.0,5,B003193,2023-02-19
3194,17.0,2023-11-25,Outbound,-3.0,25.12,5,B003194,2023-02-10
3195,40.0,2023-12-23,Outbound,-8.0,26.49,3,B003195,2023-02-13
3196,43.0,2023-02-25,Outbound,-10.0,10.63,3,B003196,2023-05-02
3197,31.0,2023-03-20,Outbound,-9.0,19.14,1,B003197,2023-02-20
3198,47.0,2023-07-07,Outbound,-2.0,29.6,2,B003198,2023-06-08
3199,26.0,2023-12-30,Outbound,-9.0,48.87,3,B003199,2023-04-27
3200,42.0,2023-09-15,Outbound,-2.0,6.32,5,B003200,2023-05-17
3201,42.0,2023-09-05,Inbound,101.0,6.32,5,B003201,2023-06-19
3202,4.0,2023-12-15,Outbound,-1.0,22.83,3,B003202,2023-01-31
3203,9.0,2023-08-14,Outbound,-1.0,25.66,2,B003203,2023-05-02
3204,6.0,2023-01-06,Outbound,-3.0,23.17,4,B003204,2023-02-16
3205,1.0,2023-07-08,Outbound,-1.0,44.31,5,B003205,2023-04-22
3206,1.0,2023-12-23,Inbound,92.0,44.31,5,B003206,2023-03-10
3207,9.0,2023-05-16,Outbound,-3.0,25.66,4,B003207,2023-05-02
3208,9.0,2023-05-18,Inbound,151.0,25.66,4,B003208,2023-03-14
3209,16.0,2023-06-05,Outbound,-6.0,43.46,2,B003209,2023-03-05
3210,16.0,2023-07-01,Inbound,122.0,43.46,2,B003210,2023-03-31
3211,39.0,2023-12-17,Outbound,-7.0,6.98,3,B003211,2023-06-11
3212,39.0,2023-04-30,Inbound,68.0,6.98,3,B003212,2023-02-01
3213,8.0,2023-02-09,Outbound,-6.0,24.93,2,B003213,2023-02-28
3214,18.0,2023-08-02,Outbound,-1.0,12.42,1,B003214,2023-04-28
3215,33.0,2023-09-07,Outbound,-6.0,21.05,3,B003215,2023-04-29
3216,33.0,2023-05-22,Inbound,66.0,21.05,3,B003216,2023-04-01
3217,45.0,2023-09-16,Outbound,-9.0,31.79,1,B003217,2023-04-12
3218,19.0,2023-09-03,Outbound,-9.0,40.53,4,B003218,2023-05-06
3219,19.0,2023-01-13,Inbound,52.0,40.53,4,B003219,2023-06-17
3220,22.0,2023-11-23,Outbound,-5.0,37.89,3,B003220,2023-02-10
3221,29.0,2023-04-02,Outbound,-7.0,47.09,4,B003221,2023-03-17
3222,50.0,2023-08-07,Outbound,-1.0,33.76,1,B003222,2023-03-27
3223,10.0,2023-04-29,Outbound,-4.0,10.74,2,B003223,2023-04-24
3224,46.0,2023-05-07,Outbound,-8.0,28.66,5,B003224,2023-04-04
3225,39.0,2023-04-21,Outbound,-6.0,6.98,3,B003225,2023-05-25
3226,10.0,2023-12-14,Outbound,-2.0,10.74,3,B003226,2023-05-03
3227,10.0,2023-08-02,Inbound,56.0,10.74,3,B003227,2023-04-11
3228,21.0,2023-01-02,Outbound,-7.0,34.35,1,B003228,2023-04-18
3229,12.0,2023-06-03,Outbound,-7.0,44.44,5,B003229,2023-05-31
3230,12.0,2023-11-22,Inbound,198.0,44.44,5,B003230,2023-06-04
3231,16.0,2023-10-03,Outbound,-4.0,43.46,5,B003231,2023-05-31
3232,39.0,2023-07-11,Outbound,-10.0,6.98,4,B003232,2023-05-23
3233,29.0,2023-11-12,Outbound,-3.0,47.09,3,B003233,2023-03-11
3234,29.0,2023-10-10,Inbound,151.0,47.09,3,B003234,2023-03-10
3235,42.0,2023-02-08,Outbound,-7.0,6.32,2,B003235,2023-06-14
3236,42.0,2023-02-16,Inbound,69.0,6.32,2,B003236,2023-06-05
3237,7.0,2023-01-01,Outbound,-1.0,17.98,2,B003237,2023-02-13
3238,50.0,2023-11-27,Outbound,-2.0,33.76,4,B003238,2023-05-21
3239,46.0,2023-12-05,Outbound,-2.0,28.66,2,B003239,2023-03-03
3240,46.0,2023-02-08,Inbound,138.0,28.66,2,B003240,2023-06-09
3241,19.0,2023-07-30,Outbound,-2.0,40.53,2,B003241,2023-06-22
3242,42.0,2023-02-19,Outbound,-9.0,6.32,1,B003242,2023-03-01
3243,42.0,2023-11-22,Inbound,141.0,6.32,1,B003243,2023-05-25
3244,40.0,2023-03-18,Outbound,-10.0,26.49,1,B003244,2023-02-15
3245,39.0,2023-12-07,Outbound,-3.0,6.98,3,B003245,2023-03-08
3246,47.0,2023-06-17,Outbound,-7.0,29.6,3,B003246,2023-02-21
3247,47.0,2023-07-23,Inbound,189.0,29.6,3,B003247,2023-05-22
3248,28.0,2023-02-28,Outbound,-2.0,23.04,2,B003248,2023-02-16
3249,13.0,2023-03-30,Outbound,-10.0,33.65,1,B003249,2023-06-18
3250,47.0,2023-03-11,Outbound,-7.0,29.6,3,B003250,2023-02-26
3251,15.0,2023-07-16,Outbound,-4.0,37.19,3,B003251,2023-06-08
3252,26.0,2023-03-08,Outbound,-1.0,48.87,3,B003252,2023-05-17
3253,6.0,2023-10-29,Outbound,-4.0,23.17,4,B003253,2023-04-27
3254,8.0,2023-02-13,Outbound,-10.0,24.93,1,B003254,2023-05-12
3255,8.0,2023-01-24,Inbound,160.0,24.93,1,B003255,2023-02-06
3256,49.0,2023-08-09,Outbound,-8.0,25.7,2,B003256,2023-06-02
3257,22.0,2023-05-12,Outbound,-1.0,37.89,5,B003257,2023-02-26
3258,34.0,2023-08-14,Outbound,-5.0,43.77,2,B003258,2023-06-17
3259,34.0,2023-11-07,Inbound,123.0,43.77,2,B003259,2023-03-25
3260,41.0,2023-06-02,Outbound,-8.0,15.13,2,B003260,2023-04-13
3261,41.0,2023-02-24,Inbound,114.0,15.13,2,B003261,2023-06-14
3262,21.0,2023-03-21,Outbound,-5.0,34.35,4,B003262,2023-02-25
3263,15.0,2023-01-25,Outbound,-10.0,37.19,4,B003263,2023-06-26
3264,15.0,2023-07-19,Inbound,56.0,37.19,4,B003264,2023-03-15
3265,10.0,2023-06-30,Outbound,-1.0,10.74,5,B003265,2023-06-26
3266,40.0,2023-08-15,Outbound,-3.0,26.49,5,B003266,2023-02-24
3267,40.0,2023-02-11,Inbound,67.0,26.49,5,B003267,2023-02-12
3268,13.0,2023-02-17,Outbound,-1.0,33.65,1,B003268,2023-02-05
3269,13.0,2023-12-18,Inbound,69.0,33.65,1,B003269,2023-03-10
3270,22.0,2023-03-13,Outbound,-7.0,37.89,4,B003270,2023-03-18
3271,10.0,2023-06-23,Outbound,-1.0,10.74,5,B003271,2023-06-01
3272,10.0,2023-06-24,Inbound,134.0,10.74,5,B003272,2023-02-17
3273,30.0,2023-07-07,Outbound,-5.0,25.27,2,B003273,2023-04-01
3274,29.0,2023-06-15,Outbound,-4.0,47.09,3,B003274,2023-04-27
3275,29.0,2023-05-04,Inbound,153.0,47.09,3,B003275,2023-06-27
3276,17.0,2023-06-16,Outbound,-9.0,25.12,2,B003276,2023-04-21
3277,17.0,2023-09-02,Inbound,104.0,25.12,2,B003277,2023-06-10
3278,2.0,2023-02-18,Outbound,-9.0,31.73,3,B003278,2023-02-08
3279,33.0,2023-05-17,Outbound,-6.0,21.05,5,B003279,2023-04-06
3280,36.0,2023-08-21,Outbound,-2.0,9.45,3,B003280,2023-03-20
3281,20.0,2023-11-06,Outbound,-7.0,45.49,5,B003281,2023-04-05
3282,20.0,2023-01-23,Inbound,143.0,45.49,5,B003282,2023-05-28
3283,44.0,2023-08-27,Outbound,-9.0,16.38,5,B003283,2023-05-06
3284,14.0,2023-11-18,Outbound,-6.0,5.42,2,B003284,2023-06-06
3285,43.0,2023-10-20,Outbound,-7.0,10.63,4,B003285,2023-06-05
3286,18.0,2023-03-21,Outbound,-2.0,12.42,2,B003286,2023-06-03
3287,26.0,2023-12-09,Outbound,-9.0,48.87,3,B003287,2023-02-27
3288,26.0,2023-08-15,Inbound,125.0,48.87,3,B003288,2023-05-09
3289,26.0,2023-08-20,Outbound,-4.0,48.87,2,B003289,2023-06-02
3290,35.0,2023-08-07,Outbound,-2.0,38.65,2,B003290,2023-02-20
3291,35.0,2023-06-20,Inbound,166.0,38.65,2,B003291,2023-02-02
3292,38.0,2023-02-13,Outbound,-8.0,34.79,3,B003292,2023-02-17
3293,8.0,2023-03-13,Outbound,-10.0,24.93,5,B003293,2023-04-23
3294,35.0,2023-04-01,Outbound,-2.0,38.65,3,B003294,2023-05-17
3295,7.0,2023-01-03,Outbound,-1.0,17.98,4,B003295,2023-05-19
3296,7.0,2023-07-19,Inbound,111.0,17.98,4,B003296,2023-03-16
3297,49.0,2023-05-14,Outbound,-9.0,25.7,2,B003297,2023-05-15
3298,7.0,2023-02-04,Outbound,-3.0,17.98,3,B003298,2023-03-19
3299,7.0,2023-09-06,Inbound,54.0,17.98,3,B003299,2023-02-25
3300,22.0,2023-12-19,Outbound,-2.0,37.89,3,B003300,2023-03-19
3301,12.0,2023-05-05,Outbound,-3.0,44.44,5,B003301,2023-06-15
3302,49.0,2023-05-24,Outbound,-8.0,25.7,4,B003302,2023-04-28
3303,30.0,2023-11-25,Outbound,-9.0,25.27,5,B003303,2023-04-24
3304,30.0,2023-08-26,Inbound,90.0,25.27,5,B003304,2023-05-20
3305,37.0,2023-11-29,Outbound,-7.0,15.22,3,B003305,2023-03-26
3306,8.0,2023-07-10,Outbound,-2.0,24.93,5,B003306,2023-03-30
3307,43.0,2023-01-16,Outbound,-9.0,10.63,5,B003307,2023-06-23
3308,43.0,2023-11-13,Inbound,152.0,10.63,5,B003308,2023-03-11
3309,32.0,2023-03-28,Outbound,-8.0,41.7,5,B003309,2023-02-23
3310,50.0,2023-04-24,Outbound,-5.0,33.76,1,B003310,2023-05-05
3311,41.0,2023-08-22,Outbound,-2.0,15.13,2,B003311,2023-03-26
3312,49.0,2023-08-08,Outbound,-5.0,25.7,5,B003312,2023-02-04
3313,49.0,2023-11-08,Inbound,51.0,25.7,5,B003313,2023-06-15
3314,31.0,2023-11-13,Outbound,-3.0,19.14,5,B003314,2023-04-30
3315,31.0,2023-07-22,Inbound,53.0,19.14,5,B003315,2023-06-20
3316,14.0,2023-10-10,Outbound,-8.0,5.42,2,B003316,2023-06-24
3317,27.0,2023-08-02,Outbound,-2.0,23.33,4,B003317,2023-06-15
3318,15.0,2023-01-17,Outbound,-9.0,37.19,5,B003318,2023-06-23
3319,15.0,2023-05-10,Inbound,102.0,37.19,5,B003319,2023-03-02
3320,3.0,2023-08-04,Outbound,-5.0,32.15,4,B003320,2023-05-18
3321,50.0,2023-12-24,Outbound,-2.0,33.76,5,B003321,2023-06-22
3322,49.0,2023-07-02,Outbound,-1.0,25.7,5,B003322,2023-02-07
3323,49.0,2023-05-31,Inbound,74.0,25.7,5,B003323,2023-03-24
3324,18.0,2023-02-09,Outbound,-2.0,12.42,4,B003324,2023-03-24
3325,44.0,2023-12-25,Outbound,-4.0,16.38,2,B003325,2023-04-14
3326,47.0,2023-01-28,Outbound,-7.0,29.6,4,B003326,2023-05-14
3327,14.0,2023-07-28,Outbound,-10.0,5.42,3,B003327,2023-03-06
3328,14.0,2023-02-11,Outbound,-2.0,5.42,3,B003328,2023-05-20
3329,44.0,2023-11-07,Outbound,-1.0,16.38,2,B003329,2023-03-11
3330,9.0,2023-11-18,Outbound,-7.0,25.66,3,B003330,2023-05-11
3331,33.0,2023-10-26,Outbound,-3.0,21.05,4,B003331,2023-04-14
3332,37.0,2023-03-23,Outbound,-3.0,15.22,2,B003332,2023-04-15
3333,40.0,2023-07-12,Outbound,-5.0,26.49,1,B003333,2023-03-03
3334,3.0,2023-11-30,Outbound,-8.0,32.15,5,B003334,2023-02-15
3335,3.0,2023-09-21,Inbound,59.0,32.15,5,B003335,2023-05-04
3336,43.0,2023-10-04,Outbound,-9.0,10.63,3,B003336,2023-05-26
3337,5.0,2023-08-08,Outbound,-4.0,15.41,3,B003337,2023-04-20
3338,43.0,2023-07-10,Outbound,-2.0,10.63,1,B003338,2023-06-03
3339,26.0,2023-05-10,Outbound,-10.0,48.87,5,B003339,2023-03-04
3340,2.0,2023-05-02,Outbound,-2.0,31.73,5,B003340,2023-05-27
3341,2.0,2023-08-12,Inbound,96.0,31.73,5,B003341,2023-04-14
3342,49.0,2023-10-25,Outbound,-10.0,25.7,2,B003342,2023-04-07
3343,49.0,2023-02-01,Inbound,87.0,25.7,2,B003343,2023-06-27
3344,46.0,2023-02-01,Outbound,-4.0,28.66,4,B003344,2023-04-08
3345,46.0,2023-08-17,Inbound,136.0,28.66,4,B003345,2023-03-10
3346,6.0,2023-08-24,Outbound,-8.0,23.17,5,B003346,2023-02-26
3347,6.0,2023-06-14,Inbound,183.0,23.17,5,B003347,2023-05-23
3348,4.0,2023-06-17,Outbound,-6.0,22.83,3,B003348,2023-03-28
3349,13.0,2023-12-16,Outbound,-8.0,33.65,5,B003349,2023-03-24
3350,13.0,2023-05-10,Inbound,149.0,33.65,5,B003350,2023-04-30
3351,27.0,2023-04-24,Outbound,-4.0,23.33,5,B003351,2023-02-28
3352,5.0,2023-04-05,Outbound,-4.0,15.41,2,B003352,2023-04-03
3353,29.0,2023-04-04,Outbound,-7.0,47.09,5,B003353,2023-06-16
3354,35.0,2023-11-23,Outbound,-10.0,38.65,4,B003354,2023-03-19
3355,17.0,2023-09-13,Outbound,-5.0,25.12,4,B003355,2023-05-09
3356,20.0,2023-02-25,Outbound,-5.0,45.49,4,B003356,2023-02-22
3357,20.0,2023-06-01,Inbound,127.0,45.49,4,B003357,2023-05-28
3358,27.0,2023-05-19,Outbound,-7.0,23.33,1,B003358,2023-03-17
3359,27.0,2023-08-11,Outbound,-4.0,23.33,3,B003359,2023-04-05
3360,16.0,2023-05-02,Outbound,-7.0,43.46,2,B003360,2023-05-14
3361,11.0,2023-05-02,Outbound,-7.0,29.5,4,B003361,2023-02-08
3362,48.0,2023-11-07,Outbound,-8.0,12.0,1,B003362,2023-04-19
3363,4.0,2023-04-17,Outbound,-8.0,22.83,2,B003363,2023-03-11
3364,41.0,2023-10-27,Outbound,-5.0,15.13,2,B003364,2023-02-04
3365,41.0,2023-04-20,Inbound,91.0,15.13,2,B003365,2023-03-27
3366,28.0,2023-01-09,Outbound,-8.0,23.04,5,B003366,2023-03-24
3367,41.0,2023-07-28,Outbound,-7.0,15.13,2,B003367,2023-06-11
3368,50.0,2023-06-08,Outbound,-4.0,33.76,5,B003368,2023-04-06
3369,44.0,2023-02-03,Outbound,-9.0,16.38,3,B003369,2023-05-20
3370,44.0,2023-04-06,Inbound,124.0,16.38,3,B003370,2023-04-10
3371,20.0,2023-10-04,Outbound,-7.0,45.49,2,B003371,2023-04-03
3372,20.0,2023-04-23,Inbound,144.0,45.49,2,B003372,2023-02-16
3373,28.0,2023-10-18,Outbound,-2.0,23.04,2,B003373,2023-04-28
3374,49.0,2023-04-05,Outbound,-10.0,25.7,5,B003374,2023-04-07
3375,6.0,2023-12-16,Outbound,-2.0,23.17,2,B003375,2023-04-01
3376,41.0,2023-04-11,Outbound,-3.0,15.13,4,B003376,2023-05-01
3377,3.0,2023-07-25,Outbound,-9.0,32.15,5,B003377,2023-02-19
3378,16.0,2023-11-03,Outbound,-7.0,43.46,1,B003378,2023-03-07
3379,22.0,2023-07-25,Outbound,-2.0,37.89,5,B003379,2023-05-20
3380,8.0,2023-08-14,Outbound,-7.0,24.93,3,B003380,2023-06-03
3381,8.0,2023-01-15,Inbound,64.0,24.93,3,B003381,2023-02-18
3382,49.0,2023-11-26,Outbound,-4.0,25.7,5,B003382,2023-06-21
3383,44.0,2023-03-08,Outbound,-3.0,16.38,1,B003383,2023-03-19
3384,44.0,2023-12-16,Inbound,129.0,16.38,1,B003384,2023-03-03
3385,32.0,2023-03-12,Outbound,-10.0,41.7,3,B003385,2023-03-29
3386,34.0,2023-01-27,Outbound,-9.0,43.77,3,B003386,2023-05-07
3387,20.0,2023-10-10,Outbound,-8.0,45.49,3,B003387,2023-02-01
3388,19.0,2023-09-09,Outbound,-1.0,40.53,1,B003388,2023-04-25
3389,4.0,2023-09-13,Outbound,-3.0,22.83,5,B003389,2023-06-04
3390,6.0,2023-05-29,Outbound,-3.0,23.17,1,B003390,2023-02-14
3391,35.0,2023-05-29,Outbound,-6.0,38.65,5,B003391,2023-05-12
3392,25.0,2023-02-20,Outbound,-9.0,40.14,2,B003392,2023-05-20
3393,25.0,2023-04-01,Inbound,172.0,40.14,2,B003393,2023-04-14
3394,40.0,2023-05-03,Outbound,-5.0,26.49,5,B003394,2023-05-10
3395,16.0,2023-04-04,Outbound,-8.0,43.46,3,B003395,2023-02-06
3396,4.0,2023-03-31,Outbound,-10.0,22.83,3,B003396,2023-06-02
3397,21.0,2023-11-23,Outbound,-8.0,34.35,4,B003397,2023-03-21
3398,50.0,2023-01-15,Outbound,-6.0,33.76,5,B003398,2023-02-26
3399,32.0,2023-11-02,Outbound,-10.0,41.7,5,B003399,2023-05-23
3400,32.0,2023-09-15,Inbound,185.0,41.7,5,B003400,2023-03-03
3401,18.0,2023-09-25,Outbound,-7.0,12.42,3,B003401,2023-06-15
3402,16.0,2023-02-11,Outbound,-8.0,43.46,3,B003402,2023-05-07
3403,26.0,2023-08-09,Outbound,-6.0,48.87,4,B003403,2023-02-28
3404,26.0,2023-07-26,Inbound,53.0,48.87,4,B003404,2023-03-06
3405,24.0,2023-11-27,Outbound,-7.0,25.51,2,B003405,2023-02-12
3406,32.0,2023-04-04,Outbound,-6.0,41.7,3,B003406,2023-02-03
3407,32.0,2023-07-08,Inbound,160.0,41.7,3,B003407,2023-02-28
3408,5.0,2023-02-16,Outbound,-8.0,15.41,2,B003408,2023-06-18
3409,8.0,2023-07-25,Outbound,-1.0,24.93,4,B003409,2023-06-17
3410,39.0,2023-08-12,Outbound,-6.0,6.98,3,B003410,2023-06-30
3411,14.0,2023-12-20,Outbound,-9.0,5.42,5,B003411,2023-04-08
3412,14.0,2023-04-16,Inbound,61.0,5.42,5,B003412,2023-02-10
3413,36.0,2023-05-07,Outbound,-8.0,9.45,4,B003413,2023-02-15
3414,1.0,2023-11-16,Outbound,-1.0,44.31,1,B003414,2023-02-25
3415,49.0,2023-10-26,Outbound,-9.0,25.7,2,B003415,2023-03-06
3416,49.0,2023-04-17,Inbound,124.0,25.7,2,B003416,2023-03-10
3417,23.0,2023-02-22,Outbound,-1.0,47.9,5,B003417,2023-06-10
3418,15.0,2023-02-12,Outbound,-10.0,37.19,2,B003418,2023-06-01
3419,44.0,2023-08-28,Outbound,-1.0,16.38,3,B003419,2023-03-12
3420,44.0,2023-02-08,Inbound,116.0,16.38,3,B003420,2023-02-20
3421,25.0,2023-06-26,Outbound,-5.0,40.14,3,B003421,2023-03-07
3422,25.0,2023-08-24,Inbound,157.0,40.14,3,B003422,2023-06-27
3423,24.0,2023-09-01,Outbound,-1.0,25.51,4,B003423,2023-03-26
3424,47.0,2023-04-04,Outbound,-4.0,29.6,3,B003424,2023-02-28
3425,47.0,2023-01-02,Inbound,71.0,29.6,3,B003425,2023-05-29
3426,12.0,2023-06-25,Outbound,-6.0,44.44,3,B003426,2023-03-06
3427,19.0,2023-05-16,Outbound,-9.0,40.53,3,B003427,2023-05-31
3428,46.0,2023-08-29,Outbound,-3.0,28.66,3,B003428,2023-02-17
3429,43.0,2023-03-13,Outbound,-2.0,10.63,3,B003429,2023-02-06
3430,21.0,2023-11-14,Outbound,-9.0,34.35,5,B003430,2023-04-11
3431,22.0,2023-02-11,Outbound,-6.0,37.89,1,B003431,2023-04-26
3432,22.0,2023-07-11,Inbound,64.0,37.89,1,B003432,2023-06-06
3433,28.0,2023-10-18,Outbound,-10.0,23.04,2,B003433,2023-06-11
3434,6.0,2023-10-02,Outbound,-3.0,23.17,2,B003434,2023-05-22
3435,46.0,2023-06-26,Outbound,-3.0,28.66,5,B003435,2023-05-07
3436,46.0,2023-12-25,Inbound,67.0,28.66,5,B003436,2023-02-23
3437,12.0,2023-08-10,Outbound,-3.0,44.44,3,B003437,2023-04-15
3438,24.0,2023-09-04,Outbound,-2.0,25.51,5,B003438,2023-04-12
3439,15.0,2023-08-15,Outbound,-8.0,37.19,1,B003439,2023-05-16
3440,15.0,2023-02-03,Inbound,189.0,37.19,1,B003440,2023-05-04
3441,42.0,2023-06-22,Outbound,-3.0,6.32,3,B003441,2023-05-29
3442,6.0,2023-11-25,Outbound,-4.0,23.17,3,B003442,2023-04-21
3443,41.0,2023-12-03,Outbound,-7.0,15.13,2,B003443,2023-03-04
3444,17.0,2023-10-14,Outbound,-6.0,25.12,4,B003444,2023-06-25
3445,1.0,2023-01-26,Outbound,-5.0,44.31,4,B003445,2023-06-03
3446,11.0,2023-04-15,Outbound,-9.0,29.5,4,B003446,2023-04-23
3447,38.0,2023-09-20,Outbound,-10.0,34.79,5,B003447,2023-02-16
3448,49.0,2023-08-30,Outbound,-10.0,25.7,2,B003448,2023-05-12
3449,10.0,2023-01-05,Outbound,-2.0,10.74,5,B003449,2023-03-21
3450,11.0,2023-04-05,Outbound,-4.0,29.5,4,B003450,2023-05-06
3451,11.0,2023-03-21,Inbound,65.0,29.5,4,B003451,2023-05-13
3452,26.0,2023-06-14,Outbound,-3.0,48.87,5,B003452,2023-03-24
3453,26.0,2023-08-12,Inbound,124.0,48.87,5,B003453,2023-05-23
3454,19.0,2023-05-14,Outbound,-5.0,40.53,1,B003454,2023-03-03
3455,19.0,2023-09-07,Inbound,80.0,40.53,1,B003455,2023-06-18
3456,20.0,2023-06-16,Outbound,-6.0,45.49,3,B003456,2023-03-01
3457,20.0,2023-09-10,Inbound,63.0,45.49,3,B003457,2023-02-12
3458,18.0,2023-01-30,Outbound,-3.0,12.42,2,B003458,2023-04-12
3459,38.0,2023-07-30,Outbound,-5.0,34.79,4,B003459,2023-04-01
3460,45.0,2023-08-29,Outbound,-2.0,31.79,4,B003460,2023-02-28
3461,21.0,2023-06-04,Outbound,-4.0,34.35,1,B003461,2023-01-31
3462,41.0,2023-02-10,Outbound,-9.0,15.13,4,B003462,2023-06-26
3463,41.0,2023-10-07,Inbound,159.0,15.13,4,B003463,2023-06-10
3464,8.0,2023-03-19,Outbound,-10.0,24.93,4,B003464,2023-05-04
3465,42.0,2023-04-27,Outbound,-10.0,6.32,5,B003465,2023-04-16
3466,22.0,2023-02-02,Outbound,-3.0,37.89,2,B003466,2023-05-09
3467,47.0,2023-01-18,Outbound,-1.0,29.6,5,B003467,2023-04-04
3468,5.0,2023-06-24,Outbound,-2.0,15.41,5,B003468,2023-06-20
3469,33.0,2023-03-21,Outbound,-7.0,21.05,1,B003469,2023-04-22
3470,1.0,2023-11-13,Outbound,-8.0,44.31,3,B003470,2023-03-25
3471,17.0,2023-10-07,Outbound,-5.0,25.12,2,B003471,2023-03-01
3472,41.0,2023-03-19,Outbound,-6.0,15.13,4,B003472,2023-02-02
3473,49.0,2023-05-27,Outbound,-9.0,25.7,3,B003473,2023-04-28
3474,49.0,2023-05-19,Inbound,66.0,25.7,3,B003474,2023-03-21
3475,38.0,2023-01-13,Outbound,-8.0,34.79,4,B003475,2023-03-13
3476,42.0,2023-01-27,Outbound,-6.0,6.32,4,B003476,2023-02-09
3477,10.0,2023-04-07,Outbound,-3.0,10.74,2,B003477,2023-06-27
3478,10.0,2023-12-14,Inbound,142.0,10.74,2,B003478,2023-04-14
3479,44.0,2023-01-02,Outbound,-2.0,16.38,2,B003479,2023-05-21
3480,40.0,2023-03-28,Outbound,-7.0,26.49,2,B003480,2023-02-03
3481,40.0,2023-01-12,Inbound,181.0,26.49,2,B003481,2023-05-09
3482,15.0,2023-01-06,Outbound,-8.0,37.19,4,B003482,2023-06-07
3483,15.0,2023-10-04,Inbound,92.0,37.19,4,B003483,2023-02-19
3484,28.0,2023-07-17,Outbound,-1.0,23.04,4,B003484,2023-02-09
3485,28.0,2023-09-12,Inbound,51.0,23.04,4,B003485,2023-02-01
3486,44.0,2023-01-25,Outbound,-4.0,16.38,5,B003486,2023-06-11
3487,50.0,2023-12-22,Outbound,-1.0,33.76,2,B003487,2023-04-23
3488,50.0,2023-09-23,Inbound,66.0,33.76,2,B003488,2023-04-10
3489,25.0,2023-10-24,Outbound,-4.0,40.14,2,B003489,2023-03-06
3490,48.0,2023-06-07,Outbound,-9.0,12.0,1,B003490,2023-02-04
3491,25.0,2023-08-29,Outbound,-3.0,40.14,1,B003491,2023-02-06
3492,10.0,2023-05-17,Outbound,-10.0,10.74,2,B003492,2023-04-21
3493,46.0,2023-01-24,Outbound,-10.0,28.66,1,B003493,2023-04-14
3494,42.0,2023-03-23,Outbound,-4.0,6.32,3,B003494,2023-04-08
3495,2.0,2023-02-01,Outbound,-2.0,31.73,1,B003495,2023-05-21
3496,11.0,2023-06-12,Outbound,-3.0,29.5,2,B003496,2023-03-19
3497,35.0,2023-08-15,Outbound,-2.0,38.65,4,B003497,2023-06-09
3498,26.0,2023-08-23,Outbound,-2.0,48.87,2,B003498,2023-06-22
3499,25.0,2023-04-20,Outbound,-3.0,40.14,4,B003499,2023-03-20
3500,25.0,2023-07-21,Inbound,109.0,40.14,4,B003500,2023-05-15
3501,34.0,2023-11-08,Outbound,-10.0,43.77,1,B003501,2023-05-21
3502,18.0,2023-11-15,Outbound,-8.0,12.42,3,B003502,2023-02-17
3503,38.0,2023-04-16,Outbound,-4.0,34.79,3,B003503,2023-06-21
3504,38.0,2023-11-26,Inbound,140.0,34.79,3,B003504,2023-06-12
3505,20.0,2023-07-13,Outbound,-3.0,45.49,5,B003505,2023-03-09
3506,4.0,2023-01-20,Outbound,-3.0,22.83,2,B003506,2023-06-17
3507,10.0,2023-01-31,Outbound,-4.0,10.74,4,B003507,2023-04-29
3508,34.0,2023-01-01,Outbound,-6.0,43.77,1,B003508,2023-02-23
3509,34.0,2023-02-27,Inbound,71.0,43.77,1,B003509,2023-04-27
3510,50.0,2023-01-20,Outbound,-2.0,33.76,5,B003510,2023-06-22
3511,17.0,2023-04-21,Outbound,-4.0,25.12,4,B003511,2023-06-26
